nu_notific;nome;sexo;data_nasc;idade;cpf;nome_mae
18023154;Nicolash Cunha Goncalves;masculino;1994-08-16;27;610.083.104-09;Zeni Cunha Goncalves
18024746;Emilly Barros Sousa;feminino;1998-01-07;24;387.025.577-38;Gracilene Barros Sousa
18026295;Vinicius Pinto Goncalves;masculino;1983-04-22;39;204.991.043-66;Raisa Pedroso
18026653;João Carvalho Alves;masculino;1951-09-25;70;801.321.112-33;Adalgisa Carvalho Alves
18028220;Giovana Goncalves Pinto;feminino;1957-12-06;64;345.418.250-66;Jessiane Goncalves Pinto
18030099;Gabriela Cunha Almeida;feminino;1975-12-11;46;770.457.657-70;Ina Cunha Almeida
18034486;Tânia Castro Ferreira;feminino;1971-09-27;50;325.803.384-62;Rainara Castro Ferreira
18036147;Isabela Castro Melo;feminino;1980-09-28;41;557.697.671-11;Rafael Castro Melo
18037429;Larissa Gomes Souza;feminino;1963-03-26;59;768.870.185-60;Marinez Gomes Souza
18038355;Laura Gomes Azevedo;feminino;1990-06-22;32;832.416.047-72;Odila Gomes Azevedo
18039157;Yasmin Dias Ferreira;feminino;1965-10-15;56;223.654.805-27;Melisa Tomaz
18041659;Júlia Martins Pinto;feminino;1959-06-01;63;629.909.032-40;Fatima Martins Pinto
18043448;Diogo Santos Fernandes;masculino;1963-04-12;59;178.804.976-41;Jhennifer Santos Fernandes
18044240;Sofia Lima Carvalho;feminino;1950-06-27;72;325.026.350-80;Jenifer Lima Carvalho
18044463;Rafael Pereira Azevedo;masculino;1977-07-28;45;757.389.912-22;Zilma Pereira Azevedo
18046208;Mariana Rodrigues Santos;feminino;1962-07-07;60;710.794.593-91;Layla Januario
18046760;Davi Costa Azevedo;masculino;1937-02-17;85;784.717.251-85;Anelita Costa Azevedo
18051769;Vitor Cunha Lima;masculino;1978-10-12;43;986.181.940-18;Gerusa Cunha Lima
18052784;Camila Carvalho Castro;feminino;1983-02-16;39;157.181.618-60;Paulo Carvalho Castro
18057001;Gabriela Ribeiro Cavalcanti;feminino;1974-06-04;48;825.486.691-06;Carlos Bosco
18061012;Guilherme Carvalho Castro;masculino;1940-07-10;82;351.026.496-71;Jainara Carvalho Castro
18061190;Tiago Araujo Cunha;masculino;1949-04-12;73;146.592.467-10;Noelia Araujo Cunha
18062402;Diogo Sousa Costa;masculino;2000-04-27;22;211.113.563-19;Marilete Sousa Costa
18063184;Ryan Cardoso Souza;masculino;2001-10-15;20;510.980.556-32;Claudilene Cardoso Souza
18065816;Larissa Castro Cunha;feminino;1938-05-10;84;901.987.963-40;Rogeria Castro Cunha
18065948;Luis Oliveira Sousa;masculino;1970-12-13;51;710.226.438-00;Keli Oliveira Sousa
18068123;Vinicius Fernandes Dias;masculino;1991-12-09;30;469.588.963-35;Joelma Fernandes Dias
18069081;Thiago Alves Oliveira;masculino;1953-06-25;69;139.433.784-11;Valdomira Alves Oliveira
18069530;Luís Rodrigues Barros;masculino;1970-05-04;52;351.684.590-21;Eurides Rodrigues Barros
18071727;Luis Oliveira Melo;masculino;1942-07-18;80;287.530.363-52;Ducilene Oliveira Melo
18072534;Estevan Santos Goncalves;masculino;1956-03-30;66;549.596.068-86;Rosalia Santos Goncalves
18072999;Nicole Araujo Oliveira;feminino;1998-05-03;24;674.695.009-36;Rayana Araujo Oliveira
18073910;Tânia Gomes Alves;feminino;1937-07-21;85;259.135.076-06;Mauricelia Gomes Alves
18074334;Giovana Gomes Melo;feminino;1959-12-31;62;922.369.662-37;Damiana Gomes Melo
18074652;Otávio Souza Rodrigues;masculino;1962-03-14;60;266.135.143-49;Niedja Souza Rodrigues
18075903;Yasmin Rocha Martins;feminino;1953-05-28;69;509.349.623-59;Danila Rocha Martins
18076007;Marina Costa Silva;feminino;1994-09-11;27;706.026.712-30;Geraldina Evangelista
18078725;Enzo Rodrigues Alves;masculino;1944-03-06;78;539.475.384-99;Celiane Rodrigues Alves
18081886;Diego Fernandes Sousa;masculino;1955-12-08;66;651.265.480-34;Neiva Fernandes Sousa
18083076;Erick Melo Fernandes;masculino;2001-05-10;21;508.367.023-28;Gabriel Melo Fernandes
18084751;Fábio Rodrigues Goncalves;masculino;1992-08-31;29;645.229.296-09;Vivian Rodrigues Goncalves
18085190;Nicolash Dias Almeida;masculino;1991-08-15;30;912.927.816-37;Ilza Dias Almeida
18085513;Alex Pereira Dias;masculino;1970-05-23;52;698.070.892-98;Taynara Pereira Dias
18086082;Matilde Goncalves Ribeiro;feminino;1959-05-04;63;545.583.475-45;Eduarda Goncalves Ribeiro
18088256;Diogo Azevedo Silva;masculino;1958-08-08;64;684.188.860-05;Aniele Diniz
18088674;Amanda Azevedo Martins;feminino;1953-09-14;68;732.811.059-71;Edivania Azevedo Martins
18090955;Renan Barros Santos;masculino;1967-05-07;55;921.296.030-84;Janine Barros Santos
18091190;Samuel Lima Barbosa;masculino;1989-02-20;33;571.234.950-71;Marianna Lima Barbosa
18096583;Paulo Dias Cunha;masculino;1976-08-06;46;246.683.657-26;Rosiele Dias Cunha
18096825;Diogo Barbosa Silva;masculino;1960-06-29;62;635.560.666-10;Lucielma Barbosa Silva
18101129;Victor Rocha Araujo;masculino;1987-12-05;34;872.719.987-80;Derci Rocha Araujo
18102650;Estevan Pinto Souza;masculino;2003-04-04;19;711.282.785-02;Graciete Pinto Souza
18106438;Vitoria Barros Silva;feminino;1971-01-05;51;406.698.472-08;Darci Pereira dos Santos
18107950;Estevan Correia Santos;masculino;1992-09-05;29;538.925.358-25;Abgail Correia Santos
18108576;Luana Lima Ferreira;feminino;2002-06-16;20;398.685.463-03;Aldineia Lima Ferreira
18115419;Luan Almeida Souza;masculino;1955-08-18;66;896.065.947-93;Lavinia Almeida Souza
18116163;Rodrigo Fernandes Ferreira;masculino;1952-04-30;70;849.840.990-03;Arlene Novais
18116931;Rodrigo Ribeiro Goncalves;masculino;1971-08-14;50;153.169.710-00;Jaine Geraldo
18117821;Bruno Santos Barbosa;masculino;1938-04-27;84;760.961.553-67;Aguida Santos Barbosa
18119946;Alice Gomes Araujo;feminino;1940-03-01;82;897.250.361-40;Sueli Gomes Araujo
18121257;Leonardo Lima Santos;masculino;1952-03-26;70;213.706.077-92;Iracir Lima Santos
18122325;Beatriz Almeida Cunha;feminino;1996-11-16;25;731.805.131-87;Izilda Almeida Cunha
18128984;Emily Ferreira Lima;feminino;1957-03-27;65;751.974.737-97;Polyana Ferreira Lima
18129729;Thaís Araujo Santos;feminino;1992-02-11;30;420.750.710-80;Mariele Araujo Santos
18131660;Samuel Costa Santos;masculino;1950-08-07;72;804.195.038-89;Esther Costa Santos
18133316;Isabelle Fernandes Martins;feminino;1977-11-27;44;909.324.748-45;Guilherme Fernandes Martins
18138921;Bianca Dias Souza;feminino;1987-03-15;35;540.277.876-09;Josimara Dias Souza
18139564;Anna Carvalho Ribeiro;feminino;1987-07-10;35;715.971.023-18;Deusilene Carvalho Ribeiro
18143150;Douglas Cunha Cardoso;masculino;1955-05-27;67;132.061.204-03;Doroteia Froes
18143846;Eduardo Araujo Araujo;masculino;1983-08-01;39;480.371.999-32;Islaine Araujo Araujo
18145478;Diogo Correia Lima;masculino;2002-11-23;19;908.325.277-93;Jose Correia Lima
18146287;Igor Melo Correia;masculino;1963-11-08;58;147.223.343-31;Silmara Melo Correia
18147884;Isabela Sousa Costa;feminino;1977-12-13;44;842.360.103-05;Rosilei Sousa Costa
18148746;Vinícius Souza Santos;masculino;1999-02-27;23;668.165.022-80;Erenita Justino
18148835;Paulo Melo Cavalcanti;masculino;1969-08-29;52;592.933.302-53;Marise Melo Cavalcanti
18153427;Isabela Ribeiro Cunha;feminino;1990-08-21;31;312.545.287-25;Custodia Ribeiro Cunha
18154673;Gabrielle Souza Lima;feminino;1980-08-31;41;468.758.800-08;Shirlene Souza Lima
18154728;Thania Araujo Alves;feminino;1963-04-12;59;101.651.571-51;Ludmila Araujo Alves
18158236;Ana Costa Correia;feminino;1962-01-25;60;757.978.909-41;Adelma Costa Correia
18158487;Giovanna Carvalho Goncalves;feminino;1967-05-24;55;993.618.695-82;Roseli Weber
18159357;Pedro Ribeiro Souza;masculino;1978-06-04;44;502.407.755-54;Rosilane Ribeiro Souza
18161113;Tiago Alves Lima;masculino;1981-06-25;41;928.794.814-30;Lenilda Britto
18164875;Martim Rocha Correia;masculino;1967-10-21;54;114.997.850-38;Wilma Bastos
18166042;Anna Sousa Barbosa;feminino;1984-04-17;38;798.407.189-67;Erika Sousa Barbosa
18166997;Gabriel Fernandes Fernandes;masculino;1988-09-06;33;855.838.663-30;Evelin de Gois
18172483;Camila Barbosa Rocha;feminino;1976-03-04;46;114.290.786-42;Kauany Felipe
18175394;Vitór Ferreira Almeida;masculino;1992-09-07;29;450.829.474-00;Felicia Ferreira Almeida
18177296;Mariana Santos Rocha;feminino;1959-10-08;62;630.424.525-49;Albina Santos Rocha
18180391;Lucas Correia Azevedo;masculino;1982-01-23;40;458.474.588-94;Ivania Paim
18186088;Luan Martins Castro;masculino;1953-10-21;68;854.423.834-30;Leoni Geraldo
18188276;Ágatha Santos Pinto;feminino;1941-01-19;81;451.799.791-02;Gabrielly Santos Pinto
18192199;Felipe Goncalves Costa;masculino;1952-07-08;70;267.646.815-46;Cleria Goncalves Costa
18196431;Ana Cardoso Correia;feminino;1981-03-18;41;443.754.817-57;Gilvaneide Cardoso Correia
18198731;Emily Almeida Costa;feminino;1971-11-08;50;228.623.455-80;Julieta Almeida Costa
18207580;Matilde Barbosa Silva;feminino;1964-01-14;58;961.727.670-46;Carmelia Barbosa Silva
18211608;Fábio Araujo Correia;masculino;1993-07-25;29;173.284.027-09;Gislaine Araujo Correia
18213831;Carlos Barros Barros;masculino;1986-03-28;36;468.873.879-05;Juliana Gil
18215358;Kauê Silva Melo;masculino;1973-08-07;49;578.162.492-92;Laira Silva Melo
18219155;Erick Cunha Costa;masculino;1962-10-24;59;192.203.885-70;Vivia Cunha Costa
18220139;Kauã Fernandes Azevedo;masculino;1998-08-31;23;690.909.322-40;Edvania Fernandes Azevedo
18221456;Eduardo Castro Cunha;masculino;1948-09-10;73;772.182.716-77;Taise de Ramos
18221744;Camila Pinto Ribeiro;feminino;1941-09-29;80;439.079.378-05;Constancia Figueredo
18222687;Gabrielly Gomes Silva;feminino;1945-06-06;77;242.440.081-44;Iasmin Ortega
18222895;Nicolas Gomes Correia;masculino;1998-01-08;24;404.972.978-41;Lindamir Gomes Correia
18223868;Otávio Sousa Ribeiro;masculino;1968-10-29;53;120.853.586-24;Layane Sousa Ribeiro
18224490;Amanda Goncalves Cardoso;feminino;1992-10-22;29;819.280.448-83;Iracilda Goncalves Cardoso
18225115;Carlos Almeida Goncalves;masculino;1990-06-30;32;785.630.377-81;Jacira Almeida Goncalves
18226137;Beatriz Lima Carvalho;feminino;1989-07-31;33;141.008.057-99;Rosali Lima Carvalho
18227126;Fernanda Carvalho Fernandes;feminino;1947-09-21;74;493.194.883-98;Evanilde Carvalho Fernandes
18233771;Gabriel Pereira Ferreira;masculino;1971-10-26;50;205.263.935-72;Jaqueline Pereira Ferreira
18234141;Clara Martins Pereira;feminino;1985-06-13;37;740.262.170-78;Zenilda Gois
18236894;Emily Silva Barbosa;feminino;1987-02-24;35;158.919.464-08;Simoni Silva Barbosa
18238800;Gabriel Alves Alves;masculino;1949-11-17;72;835.554.807-82;Adria Alves Alves
18255065;Manuela Costa Pereira;feminino;1983-07-23;39;468.046.865-35;Vanesa Costa Pereira
18255468;Mateus Lima Carvalho;masculino;1965-09-28;56;771.888.484-83;Paloma Lima Carvalho
18255500;Letícia Rodrigues Lima;feminino;1972-03-12;50;580.360.179-97;Valdice Rodrigues Lima
18257924;Tânia Cunha Martins;feminino;1951-01-27;71;698.437.122-85;Clenilda Florentino
18258329;Kai Oliveira Melo;masculino;1973-01-17;49;335.987.022-05;Silviane Oliveira Melo
18261045;Igor Silva Martins;masculino;1993-07-13;29;294.933.293-56;Guilhermina Silva Martins
18261676;Lavinia Rodrigues Araujo;feminino;1944-01-26;78;139.619.714-12;Ednalva Rodrigues Araujo
18261968;Breno Ferreira Melo;masculino;1989-02-09;33;567.825.163-57;Olga Limeira
18262272;Marina Pinto Sousa;feminino;1981-08-25;40;493.042.804-19;Natani Pinto Sousa
18268217;Guilherme Azevedo Azevedo;masculino;1998-03-09;24;639.886.945-17;Evelim Azevedo Azevedo
18270175;Lara Pereira Silva;feminino;1968-02-09;54;893.086.829-02;Angela Pereira Silva
18270179;Isabela Dias Gomes;feminino;1994-10-06;27;534.262.233-68;Junia Dias Gomes
18270544;Tomás Pereira Fernandes;masculino;1966-09-24;55;517.992.631-93;Marcella Pereira Fernandes
18273106;Maria Pereira Ribeiro;feminino;1968-05-04;54;511.394.944-22;Sirleide Pereira Ribeiro
18273515;Kauan Pinto Almeida;masculino;1989-05-04;33;892.933.169-60;Lis Pinto Almeida
18275084;Fernanda Barros Cavalcanti;feminino;1995-06-28;27;934.938.933-96;Bibiana Barros Cavalcanti
18276523;Vitoria Correia Pinto;feminino;1981-05-22;41;993.629.578-17;Elci Bernardino
18276873;João Carvalho Araujo;masculino;1966-09-01;55;145.748.725-00;Adalgisa Ribeiro da Silva
18279920;Bianca Martins Costa;feminino;1979-02-03;43;130.642.186-11;Iris Martins Costa
18284894;Joao Pereira Ribeiro;masculino;1951-04-07;71;303.518.977-39;Rosimeri Pereira Ribeiro
18284979;Eduardo Cardoso Costa;masculino;1967-11-23;54;869.110.447-31;Ireni Cardoso Costa
18285345;Sophia Ribeiro Carvalho;feminino;1957-07-15;65;694.782.455-97;Analia Ribeiro Carvalho
18287045;Lara Pereira Cunha;feminino;1949-09-16;72;769.997.583-95;Nivea Benites
18287133;Enzo Rocha Martins;masculino;1994-10-08;27;548.484.973-02;Pietra Rocha Martins
18288163;Emilly Ferreira Cardoso;feminino;1993-04-23;29;728.403.020-80;Paola Lopes
18290529;Mariana Martins Ferreira;feminino;1983-05-20;39;390.910.846-69;Josilda Paschoal
18292376;Gabriela Pereira Pereira;feminino;1967-08-10;54;619.900.147-80;Marjorie Pereira Pereira
18295777;Matheus Azevedo Cunha;masculino;1991-04-06;31;667.810.039-50;Estela Azevedo Cunha
18296135;Breno Fernandes Cardoso;masculino;1982-07-11;40;640.561.106-03;Kemilly Fernandes Cardoso
18296333;Tiago Rodrigues Santos;masculino;1947-04-07;75;498.534.440-03;Nara Nazario
18297081;Aline Cavalcanti Pereira;feminino;1977-10-29;44;344.005.143-90;Ma Cavalcanti Pereira
18298790;Kaua Pereira Castro;masculino;1990-04-09;32;451.918.901-24;Iracilda Pereira Castro
18299022;Davi Almeida Pinto;masculino;1950-08-05;72;320.469.209-45;Juceli Almeida Pinto
18300819;Otávio Rodrigues Rodrigues;masculino;1993-09-15;28;433.912.582-25;Kellen Schneider
18307154;Luan Barros Sousa;masculino;1961-07-02;61;868.431.212-09;Anita Barros Sousa
18310975;Bruna Ferreira Fernandes;feminino;1966-11-07;55;890.224.659-00;Eloise Ferreira Fernandes
18313676;Carolina Correia Castro;feminino;1937-01-23;85;119.668.642-48;Cassiana Correia Castro
18315423;Kauan Martins Barbosa;masculino;1988-02-08;34;680.551.940-33;Marcieli Martins Barbosa
18315828;Gabrielly Correia Ribeiro;feminino;1952-04-28;70;974.246.194-54;Isadora Correia Ribeiro
18322661;Eduardo Martins Ribeiro;masculino;1983-11-29;38;735.560.575-57;Floraci Martins Ribeiro
18323482;Caio Souza Sousa;masculino;1958-12-22;63;298.901.360-15;Joselaine Souza Sousa
18325920;Fábio Cunha Melo;masculino;1944-08-30;77;908.108.160-83;Gilza Cunha Melo
18326311;Luís Dias Santos;masculino;1987-09-01;34;310.818.642-65;Tatiana Dias Santos
18328405;Paulo Fernandes Correia;masculino;1958-06-07;64;824.401.321-44;Doraci Fernandes Correia
18329579;Enzo Rodrigues Barros;masculino;1970-05-01;52;480.837.653-92;Jerusa Anastacio
18332287;Davi Araujo Cardoso;masculino;1947-07-17;75;482.096.839-42;Pamella Araujo Cardoso
18333335;Rafael Cunha Ferreira;masculino;1948-06-23;74;861.322.335-47;Samara Cunha Ferreira
18334284;Vitoria Carvalho Silva;feminino;1992-08-21;29;657.433.516-78;Taissa Carvalho Silva
18335898;Alex Pereira Barbosa;masculino;1979-03-10;43;448.174.621-16;Nailde Pereira Barbosa
18337773;Matilde Santos Gomes;feminino;1942-08-14;79;273.447.699-13;Mercia Santos Gomes
18337802;Marina Cunha Barbosa;feminino;1998-05-16;24;396.671.072-21;Helida Cunha Barbosa
18338270;Tomás Gomes Gomes;masculino;1965-05-22;57;490.589.922-25;Juliete Gomes Gomes
18339982;Daniel Gomes Pereira;masculino;1951-07-17;71;131.547.494-89;Jessika Miranda
18340600;Kauê Azevedo Carvalho;masculino;1945-03-07;77;878.122.315-34;Jeniffer Azevedo Carvalho
18340704;Miguel Oliveira Costa;masculino;1994-05-24;28;127.070.587-34;Janeide de Paula
18343716;Antônio Araujo Carvalho;masculino;1979-01-19;43;277.347.997-10;Marisa Araujo Carvalho
18355137;Luiza Pereira Castro;feminino;1973-03-04;49;390.256.478-47;Karla de Santana
18355415;Marina Melo Pinto;feminino;1972-12-22;49;357.641.132-10;Angelita Melo Pinto
18355860;Evelyn Dias Almeida;feminino;1967-11-03;54;598.688.669-01;Miriane Dias Almeida
18358764;Paulo Ferreira Silva;masculino;1947-05-19;75;289.861.186-70;Laira Ferreira Silva
18362820;Daniel Araujo Barbosa;masculino;1948-05-08;74;562.375.734-02;Tabata Araujo Barbosa
18363722;Raissa Gomes Barros;feminino;1946-12-16;75;654.691.166-38;Alcina Affonso
18368657;Vitória Ribeiro Silva;feminino;1982-06-29;40;300.381.437-04;Poliane Ribeiro Silva
18368892;Júlia Silva Almeida;feminino;1974-11-19;47;425.971.247-03;Lorena Calixto
18370470;Carla Azevedo Castro;feminino;1966-03-28;56;141.327.545-10;Monalisa Azevedo Castro
18370609;Luan Pinto Azevedo;masculino;1963-01-19;59;807.975.697-07;Keila Pinto Azevedo
18373390;Beatriz Cunha Rodrigues;feminino;1977-07-25;45;636.881.422-50;Lidia Cunha Rodrigues
18377053;Isabelle Carvalho Oliveira;feminino;1983-04-02;39;161.328.526-46;Nerci Carvalho Oliveira
18379643;Julia Fernandes Goncalves;feminino;1985-02-07;37;405.453.516-00;Rosimari Fernandes Goncalves
18380502;Carolina Santos Souza;feminino;1969-10-21;52;123.451.074-05;Thamara Santos Souza
18381339;Alex Martins Azevedo;masculino;1953-08-01;69;562.387.077-55;Antonia Martins Azevedo
18382029;Breno Sousa Oliveira;masculino;1998-03-19;24;482.225.568-94;Sinara Sousa Oliveira
18383859;Clara Ribeiro Castro;feminino;1976-07-24;46;766.628.025-49;Lenir Ribeiro Castro
18383963;Yasmin Ferreira Rocha;feminino;1992-02-09;30;694.060.044-29;Ercilia Quadros
18384002;Marina Cavalcanti Ferreira;feminino;1957-09-03;64;561.956.092-93;Tereza Cavalcanti Ferreira
18386728;Marcos Lima Melo;masculino;1938-04-13;84;559.963.172-90;Joice Ciriaco
18387984;Júlia Pereira Sousa;feminino;1948-03-13;74;505.573.245-80;Clarissa Munhoz
18391001;Luana Oliveira Lima;feminino;1998-04-23;24;635.199.485-32;Ernestina Oliveira Lima
18391323;Marina Costa Rocha;feminino;2003-08-01;19;959.172.605-83;Tayane Costa Rocha
18392821;Julia Alves Rodrigues;feminino;1976-03-09;46;349.178.469-78;Marluce Alves Rodrigues
18395264;Thaís Rodrigues Correia;feminino;1944-12-25;77;468.116.082-26;Clementina Rodrigues Correia
18396316;Diogo Carvalho Cunha;masculino;1988-09-14;33;693.350.848-08;Eliana Malta
18397469;Leonardo Araujo Lima;masculino;1983-07-05;39;837.351.499-60;Samara Araujo Lima
18398155;Letícia Cunha Barbosa;feminino;1944-01-17;78;412.680.664-43;Elizia Cunha Barbosa
18398533;Mariana Cavalcanti Cardoso;feminino;1961-08-23;60;723.930.097-87;Larissa Cavalcanti Cardoso
18401744;Davi Pereira Cavalcanti;masculino;1979-12-01;42;515.920.427-08;Macia Silva Santos
18404257;Diogo Gomes Castro;masculino;1964-06-15;58;289.455.594-69;Naiara Gomes Castro
18406150;Vitoria Cardoso Barbosa;feminino;2001-05-23;21;421.313.907-77;Roseni Cardoso Barbosa
18408123;Tiago Castro Carvalho;masculino;1994-05-30;28;368.244.871-39;Franciene Castro Carvalho
18409479;Fernanda Santos Araujo;feminino;1982-02-25;40;854.573.069-17;Bernarda Santos Araujo
18409932;Gabrielle Lima Barros;feminino;1939-01-08;83;891.433.405-80;Nanci Lima Barros
18410532;Luis Goncalves Costa;masculino;2003-05-24;19;781.447.248-28;Hosana Goncalves Costa
18411442;Nicolas Ferreira Carvalho;masculino;1961-12-27;60;663.809.009-77;Alaine Ferreira Carvalho
18411551;Isabela Pereira Rocha;feminino;1941-10-25;80;382.639.625-10;Juraci Pereira Rocha
18417196;Leonardo Costa Dias;masculino;1942-02-03;80;387.782.277-04;Keyla Costa Dias
18418571;Cauã Castro Silva;masculino;1971-06-11;51;833.850.667-27;Gisele Castro Silva
18423490;Alex Alves Araujo;masculino;1964-11-21;57;198.144.986-88;Geni Alves Araujo
18423553;Amanda Carvalho Alves;feminino;1969-08-29;52;249.163.811-81;Dominga da Veiga
18423576;Vinícius Martins Barbosa;masculino;1995-03-16;27;481.092.004-60;Lena Martins Barbosa
18423818;João Dias Rocha;masculino;1987-06-29;35;708.180.125-01;Tauane Benites
18424795;Martim Sousa Alves;masculino;1951-12-30;70;379.125.088-48;Estefane Sousa Alves
18424967;Rafaela Pereira Santos;feminino;1944-01-05;78;899.940.209-60;Thais Pereira Santos
18428309;Emily Gomes Rocha;feminino;1937-08-14;84;174.686.641-10;Rosenir Gomes Rocha
18428417;Anna Souza Rodrigues;feminino;1992-01-25;30;448.383.512-24;Taina Souza Rodrigues
18430399;Guilherme Lima Goncalves;masculino;1942-12-30;79;355.837.515-76;Linda Lima Goncalves
18433099;Nicolash Costa Castro;masculino;1939-08-02;83;743.280.295-50;Jucileia Costa Castro
18434943;Ana Sousa Rodrigues;feminino;1956-05-01;66;162.904.296-04;Tamara Sousa Rodrigues
18436134;Leonor Ferreira Goncalves;feminino;1997-07-18;25;691.519.638-25;Jeovana Bernardo
18436139;Guilherme Silva Martins;masculino;1982-10-02;39;565.163.288-38;Emilia Silva Martins
18436391;Pedro Rodrigues Correia;masculino;1994-02-14;28;903.237.449-40;Eliandra de Lourdes da Silva
18439408;Mateus Silva Fernandes;masculino;1978-11-17;43;868.473.131-02;Lourdes Silva Fernandes
18440361;André Gomes Sousa;masculino;1945-01-18;77;626.505.679-45;Karol de Sales
18442708;Kauê Rodrigues Correia;masculino;1940-05-29;82;934.248.866-88;Edlene Rodrigues Correia
18443697;Tomás Cardoso Santos;masculino;1977-11-09;44;616.315.303-05;Leonarda Cardoso Santos
18443795;Beatrice Fernandes Ferreira;feminino;1963-11-04;58;413.163.331-08;Constancia Fernandes Ferreira
18444164;Livia Lima Costa;feminino;1966-12-06;55;634.404.446-27;Ilse Lima Costa
18446449;Luan Dias Goncalves;masculino;1975-12-17;46;313.782.838-48;Suele Dias Goncalves
18450964;Rebeca Pinto Rocha;feminino;1953-01-28;69;798.412.239-37;Vanice Pinto Rocha
18455714;Fábio Ferreira Rocha;masculino;1937-09-23;84;895.602.045-05;Ema Ferreira Rocha
18456697;Brenda Castro Sousa;feminino;1994-11-28;27;155.611.461-30;Custodia Castro Sousa
18465623;Lara Cavalcanti Rocha;feminino;1940-12-27;81;576.531.637-93;Karen Luiz
18468290;Manuela Alves Ferreira;feminino;1998-07-01;24;154.306.643-75;Elzi Alves Ferreira
18470941;Estevan Goncalves Alves;masculino;2000-05-08;22;562.414.925-51;Almira Goncalves Alves
18470980;Leila Carvalho Souza;feminino;1983-09-08;38;257.375.285-29;Veronice Carvalho Souza
18475010;Gustavo Pinto Cunha;masculino;1978-09-12;43;350.208.164-69;Michelle Garcia
18478379;Breno Silva Almeida;masculino;1957-06-24;65;813.033.175-67;Josieli Silva Almeida
18479750;Bruno Pinto Dias;masculino;1995-08-23;26;393.816.706-84;Gislaine Pinto Dias
18482679;Aline Martins Rocha;feminino;1957-03-07;65;448.428.423-50;Manuela Martins Rocha
18484324;Leila Barros Sousa;feminino;1963-04-16;59;834.067.777-24;Fernada Barros Sousa
18484369;Lucas Barbosa Gomes;masculino;1947-04-08;75;416.332.897-10;Mikaeli Barbosa Gomes
18484417;Beatrice Fernandes Cavalcanti;feminino;1994-01-28;28;692.905.744-45;Helia Fernandes Cavalcanti
18484441;Sophia Cardoso Goncalves;feminino;1937-08-17;84;544.199.613-76;Luciane Cardoso Goncalves
18486705;Carolina Azevedo Azevedo;feminino;1950-07-29;72;161.217.695-05;Lea Azevedo Azevedo
18487676;Rafaela Ribeiro Costa;feminino;1990-06-03;32;890.500.618-34;Jainara Ribeiro Costa
18487853;Sophia Souza Carvalho;feminino;1944-04-07;78;888.356.802-80;Marcia Amador
18491789;Fábio Silva Souza;masculino;1998-08-20;23;448.637.407-00;Thamara Silva Souza
18491789;Fernanda Souza Alves;feminino;1998-07-26;24;614.478.796-86;Ronilda Souza Alves
18492839;Gustavo Pereira Oliveira;masculino;1989-11-05;32;285.543.877-24;Carlota Pereira Oliveira
18494953;Emily Melo Melo;feminino;1942-10-30;79;270.098.139-14;Joanice Melo Melo
18495030;Kauan Melo Ribeiro;masculino;1987-10-10;34;200.128.678-37;Iza Melo Ribeiro
18496222;Camila Correia Dias;feminino;1978-09-25;43;865.988.960-61;Anny Correia Dias
18499368;Brenda Dias Alves;feminino;1998-03-31;24;919.543.753-36;Elida Dias Alves
18499519;Emily Pinto Martins;feminino;1943-05-08;79;936.498.474-93;Auricelia Pinto Martins
18500043;André Barbosa Santos;masculino;1937-08-19;84;332.730.810-15;Wanessa Barbosa Santos
18500123;Renan Dias Martins;masculino;1975-12-09;46;488.352.964-98;Mauriceia Dias Martins
18501472;Gabriel Gomes Souza;masculino;1993-06-14;29;665.025.667-66;Helena Gomes Souza
18503179;Eduarda Cardoso Castro;feminino;1977-10-18;44;530.351.846-90;Izabela Cardoso Castro
18507413;Anna Martins Goncalves;feminino;1959-03-28;63;975.982.997-57;Liana Martins Goncalves
18511609;Lavinia Cardoso Carvalho;feminino;1956-02-28;66;547.832.522-89;Isamara Passos
18514984;Felipe Correia Gomes;masculino;1968-03-15;54;710.900.384-10;Maiza Correia Gomes
18517037;Rafaela Ribeiro Barros;feminino;1999-05-17;23;245.548.098-46;Fabiane Ribeiro Barros
18519781;Luis Castro Oliveira;masculino;1990-08-22;31;954.456.428-44;Zenita Castro Oliveira
18520641;Guilherme Dias Pereira;masculino;1948-12-06;73;198.804.406-50;Lurdes Dias Pereira
18525294;Vinícius Santos Almeida;masculino;1994-09-27;27;353.974.907-17;Selina Santos Almeida
18528860;Eduardo Ferreira Alves;masculino;1957-04-24;65;133.622.186-01;Kiara Ferreira Alves
18531737;Carlos Alves Almeida;masculino;1954-06-24;68;163.923.600-77;Eveline Alves Almeida
18532197;Tomás Sousa Almeida;masculino;1995-06-13;27;426.827.109-05;Lenita Sousa Almeida
18535214;Matilde Rodrigues Pereira;feminino;1979-12-09;42;486.087.452-83;Tatiana Rodrigues Pereira
18538664;Bianca Costa Carvalho;feminino;1953-01-04;69;796.254.253-57;Sebastiana Costa Carvalho
18538927;Beatriz Pinto Carvalho;feminino;1975-11-27;46;188.125.283-33;Isa Pinto Carvalho
18539730;Nicolas Almeida Martins;masculino;1988-08-18;33;477.763.793-01;Adelaide Almeida Martins
18540258;Letícia Souza Silva;feminino;1957-08-09;65;875.739.680-94;Amalia Souza Silva
18544545;Laura Barros Pereira;feminino;1969-02-13;53;157.152.902-01;Elza Barros Pereira
